series_id        ,area_code,item_code,base_period,begin_year,begin_period,end_year,end_period
CUURN100SAF114   ,N100,SAF114,DECEMBER 1997=100,2017,M12,2025,M02
CUURN100SAF115   ,N100,SAF115,DECEMBER 1997=100,2017,M12,2025,M02
CUURN100SAF116   ,N100,SAF116,DECEMBER 1997=100,1997,M12,2025,M02
CUURN100SAG      ,N100,SAG,DECEMBER 1997=100,1997,M12,2025,M02
CUURN100SAGC     ,N100,SAGC,DECEMBER 2009=100,2009,M12,2025,M02
CUURN100SAGS     ,N100,SAGS,DECEMBER 2009=100,2009,M12,2025,M02
CUURN100SAH      ,N100,SAH,DECEMBER 1997=100,1997,M12,2025,M02
CUURN100SAH1     ,N100,SAH1,DECEMBER 1997=100,1997,M12,2025,M02
CUURN100SAH2     ,N100,SAH2,DECEMBER 1997=100,1997,M12,2024,M13
CUURN100SAH21    ,N100,SAH21,DECEMBER 1997=100,1997,M12,2024,M13
CUURN100SAH3     ,N100,SAH3,DECEMBER 1997=100,1997,M12,2025,M02
CUURN100SAH31    ,N100,SAH31,DECEMBER 2009=100,2009,M12,2025,M02
CUURN100SAM      ,N100,SAM,DECEMBER 1997=100,1997,M12,2025,M02
CUURN100SAN      ,N100,SAN,DECEMBER 1997=100,1997,M12,2025,M02
CUURN100SANL1    ,N100,SANL1,DECEMBER 1997=100,1997,M12,2025,M02
CUURN100SANL11   ,N100,SANL11,DECEMBER 1997=100,1997,M12,2025,M02
CUURN100SAR      ,N100,SAR,DECEMBER 1997=100,1997,M12,2025,M02
CUURN100SAS      ,N100,SAS,DECEMBER 1997=100,1997,M12,2025,M02
CUURN100SASL2RS  ,N100,SASL2RS,DECEMBER 1997=100,1997,M12,2025,M02
CUURN100SASL5    ,N100,SASL5,DECEMBER 1997=100,1997,M12,2025,M02
CUURN100SAT      ,N100,SAT,DECEMBER 1997=100,1997,M12,2025,M02
CUURN100SAT1     ,N100,SAT1,DECEMBER 1997=100,1997,M12,2025,M02
CUURN100SATCLTB  ,N100,SATCLTB,DECEMBER 2009=100,2009,M12,2025,M02
CUURN100SEEB     ,N100,SEEB,DECEMBER 1997=100,2017,M12,2025,M02
CUURN100SEFJ     ,N100,SEFJ,DECEMBER 1997=100,2017,M12,2025,M02
CUURN100SEFV     ,N100,SEFV,DECEMBER 1997=100,1997,M12,2025,M02
CUURN100SEHA     ,N100,SEHA,DECEMBER 1997=100,1997,M12,2025,M02
CUURN100SEHC     ,N100,SEHC,DECEMBER 1997=100,1997,M12,2025,M02
CUURN100SEHC01   ,N100,SEHC01,DECEMBER 1997=100,1997,M12,2025,M02
CUURN100SEHF     ,N100,SEHF,DECEMBER 1997=100,1997,M12,2024,M13
CUURN100SEHF01   ,N100,SEHF01,DECEMBER 1997=100,1997,M12,2024,M13
CUURN100SEHF02   ,N100,SEHF02,DECEMBER 1997=100,1997,M12,2024,M13
CUURN100SETA     ,N100,SETA,DECEMBER 1997=100,2017,M12,2025,M02
CUURN100SETA01   ,N100,SETA01,DECEMBER 1997=100,2017,M12,2025,M02
CUURN100SETA02   ,N100,SETA02,DECEMBER 1997=100,2017,M12,2025,M02
CUURN100SETB     ,N100,SETB,DECEMBER 1997=100,1997,M12,2025,M02
CUURN100SETB01   ,N100,SETB01,DECEMBER 1997=100,1997,M12,2025,M02
CUURN100SETE     ,N100,SETE,DECEMBER 1997=100,2017,M12,2021,M13
CUURN100SS47014  ,N100,SS47014,DECEMBER 1997=100,1997,M12,2025,M02
CUURN100SS47015  ,N100,SS47015,DECEMBER 1997=100,1997,M12,2025,M02
CUURN100SS47016  ,N100,SS47016,DECEMBER 1997=100,1997,M12,2025,M02
CUURN200SA0      ,N200,SA0,DECEMBER 1996=100,1996,M12,2025,M02
CUURN200SA0E     ,N200,SA0E,DECEMBER 1997=100,1997,M12,2025,M02
CUURN200SA0L1E   ,N200,SA0L1E,DECEMBER 1997=100,1997,M12,2025,M02
CUURN200SA0L2    ,N200,SA0L2,DECEMBER 1997=100,1997,M12,2025,M02
CUURN200SA0L5    ,N200,SA0L5,DECEMBER 1997=100,1997,M12,2025,M02
CUURN200SA0LE    ,N200,SA0LE,DECEMBER 1997=100,1997,M12,2025,M02
CUURN200SAA      ,N200,SAA,DECEMBER 1997=100,1997,M12,2025,M02
CUURN200SAC      ,N200,SAC,DECEMBER 1997=100,1997,M12,2025,M02
CUURN200SACL1    ,N200,SACL1,DECEMBER 1997=100,1997,M12,2025,M02
CUURN200SACL11   ,N200,SACL11,DECEMBER 1997=100,1997,M12,2025,M02
CUURN200SAD      ,N200,SAD,DECEMBER 1997=100,1997,M12,2025,M02
CUURN200SAE      ,N200,SAE,DECEMBER 1997=100,1997,M12,2025,M02
CUURN200SAEC     ,N200,SAEC,DECEMBER 2009=100,2009,M12,2025,M02
CUURN200SAES     ,N200,SAES,DECEMBER 2009=100,2009,M12,2025,M02
CUURN200SAF      ,N200,SAF,DECEMBER 1997=100,1997,M12,2025,M02
CUURN200SAF1     ,N200,SAF1,DECEMBER 1997=100,1997,M12,2025,M02
CUURN200SAF11    ,N200,SAF11,DECEMBER 1997=100,1997,M12,2025,M02
CUURN200SAF111   ,N200,SAF111,DECEMBER 1997=100,2017,M12,2025,M02
CUURN200SAF112   ,N200,SAF112,DECEMBER 1997=100,2017,M12,2025,M02
CUURN200SAF113   ,N200,SAF113,DECEMBER 1997=100,2017,M12,2025,M02
CUURN200SAF114   ,N200,SAF114,DECEMBER 1997=100,2017,M12,2025,M02
CUURN200SAF115   ,N200,SAF115,DECEMBER 1997=100,2017,M12,2025,M02
CUURN200SAF116   ,N200,SAF116,DECEMBER 1997=100,1997,M12,2025,M02
CUURN200SAG      ,N200,SAG,DECEMBER 1997=100,1997,M12,2025,M02
CUURN200SAGC     ,N200,SAGC,DECEMBER 2009=100,2009,M12,2025,M02
CUURN200SAGS     ,N200,SAGS,DECEMBER 2009=100,2009,M12,2025,M02
CUURN200SAH      ,N200,SAH,DECEMBER 1997=100,1997,M12,2025,M02
CUURN200SAH1     ,N200,SAH1,DECEMBER 1997=100,1997,M12,2025,M02
CUURN200SAH2     ,N200,SAH2,DECEMBER 1997=100,1997,M12,2024,M13
CUURN200SAH21    ,N200,SAH21,DECEMBER 1997=100,1997,M12,2024,M13
CUURN200SAH3     ,N200,SAH3,DECEMBER 1997=100,1997,M12,2025,M02
CUURN200SAH31    ,N200,SAH31,DECEMBER 2009=100,2009,M12,2025,M02
CUURN200SAM      ,N200,SAM,DECEMBER 1997=100,1997,M12,2025,M02
CUURN200SAN      ,N200,SAN,DECEMBER 1997=100,1997,M12,2025,M02
CUURN200SANL1    ,N200,SANL1,DECEMBER 1997=100,1997,M12,2025,M02
CUURN200SANL11   ,N200,SANL11,DECEMBER 1997=100,1997,M12,2025,M02
CUURN200SAR      ,N200,SAR,DECEMBER 1997=100,1997,M12,2025,M02
CUURN200SAS      ,N200,SAS,DECEMBER 1997=100,1997,M12,2025,M02
CUURN200SASL2RS  ,N200,SASL2RS,DECEMBER 1997=100,1997,M12,2025,M02
CUURN200SASL5    ,N200,SASL5,DECEMBER 1997=100,1997,M12,2025,M02
CUURN200SAT      ,N200,SAT,DECEMBER 1997=100,1997,M12,2025,M02
CUURN200SAT1     ,N200,SAT1,DECEMBER 1997=100,1997,M12,2025,M02
CUURN200SATCLTB  ,N200,SATCLTB,DECEMBER 2009=100,2009,M12,2025,M02
CUURN200SEEB     ,N200,SEEB,DECEMBER 1997=100,2017,M12,2025,M02
CUURN200SEFJ     ,N200,SEFJ,DECEMBER 1997=100,2017,M12,2025,M02
CUURN200SEFV     ,N200,SEFV,DECEMBER 1997=100,1997,M12,2025,M02
CUURN200SEHA     ,N200,SEHA,DECEMBER 1997=100,1997,M12,2025,M02
CUURN200SEHC     ,N200,SEHC,DECEMBER 1997=100,1997,M12,2025,M02
CUURN200SEHC01   ,N200,SEHC01,DECEMBER 1997=100,1997,M12,2025,M02
CUURN200SEHF     ,N200,SEHF,DECEMBER 1997=100,1997,M12,2024,M13
CUURN200SEHF01   ,N200,SEHF01,DECEMBER 1997=100,1997,M12,2024,M13
CUURN200SEHF02   ,N200,SEHF02,DECEMBER 1997=100,1997,M12,2024,M13
CUURN200SETA     ,N200,SETA,DECEMBER 1997=100,2017,M12,2025,M02
CUURN200SETA01   ,N200,SETA01,DECEMBER 1997=100,2017,M12,2025,M02
CUURN200SETA02   ,N200,SETA02,DECEMBER 1997=100,2017,M12,2025,M02
CUURN200SETB     ,N200,SETB,DECEMBER 1997=100,1997,M12,2025,M02
CUURN200SETB01   ,N200,SETB01,DECEMBER 1997=100,1997,M12,2025,M02
CUURN200SETE     ,N200,SETE,DECEMBER 1997=100,2017,M12,2021,M13
CUURN200SS47014  ,N200,SS47014,DECEMBER 1997=100,1997,M12,2025,M02
CUURN200SS47015  ,N200,SS47015,DECEMBER 1997=100,1997,M12,2025,M02
CUURN200SS47016  ,N200,SS47016,DECEMBER 1997=100,1997,M12,2025,M02
CUURN300SA0      ,N300,SA0,DECEMBER 1996=100,1996,M12,2025,M02
CUURN300SA0E     ,N300,SA0E,DECEMBER 1997=100,1997,M12,2025,M02
CUURN300SA0L1E   ,N300,SA0L1E,DECEMBER 1997=100,1997,M12,2025,M02
CUURN300SA0L2    ,N300,SA0L2,DECEMBER 1997=100,1997,M12,2025,M02
CUURN300SA0L5    ,N300,SA0L5,DECEMBER 1997=100,1997,M12,2025,M02
CUURN300SA0LE    ,N300,SA0LE,DECEMBER 1997=100,1997,M12,2025,M02
CUURN300SAA      ,N300,SAA,DECEMBER 1997=100,1997,M12,2025,M02
CUURN300SAC      ,N300,SAC,DECEMBER 1997=100,1997,M12,2025,M02
CUURN300SACL1    ,N300,SACL1,DECEMBER 1997=100,1997,M12,2025,M02
CUURN300SACL11   ,N300,SACL11,DECEMBER 1997=100,1997,M12,2025,M02
CUURN300SAD      ,N300,SAD,DECEMBER 1997=100,1997,M12,2025,M02
CUURN300SAE      ,N300,SAE,DECEMBER 1997=100,1997,M12,2025,M02
CUURN300SAEC     ,N300,SAEC,DECEMBER 2009=100,2009,M12,2025,M02
CUURN300SAES     ,N300,SAES,DECEMBER 2009=100,2009,M12,2025,M02
CUURN300SAF      ,N300,SAF,DECEMBER 1997=100,1997,M12,2025,M02
CUURN300SAF1     ,N300,SAF1,DECEMBER 1997=100,1997,M12,2025,M02
CUURN300SAF11    ,N300,SAF11,DECEMBER 1997=100,1997,M12,2025,M02
CUURN300SAF111   ,N300,SAF111,DECEMBER 1997=100,2017,M12,2025,M02
CUURN300SAF112   ,N300,SAF112,DECEMBER 1997=100,2017,M12,2025,M02
CUURN300SAF113   ,N300,SAF113,DECEMBER 1997=100,2017,M12,2025,M02
CUURN300SAF114   ,N300,SAF114,DECEMBER 1997=100,2017,M12,2025,M02
CUURN300SAF115   ,N300,SAF115,DECEMBER 1997=100,2017,M12,2025,M02
CUURN300SAF116   ,N300,SAF116,DECEMBER 1997=100,1997,M12,2025,M02
CUURN300SAG      ,N300,SAG,DECEMBER 1997=100,1997,M12,2025,M02
CUURN300SAGC     ,N300,SAGC,DECEMBER 2009=100,2009,M12,2025,M02
CUURN300SAGS     ,N300,SAGS,DECEMBER 2009=100,2009,M12,2025,M02
CUURN300SAH      ,N300,SAH,DECEMBER 1997=100,1997,M12,2025,M02
CUURN300SAH1     ,N300,SAH1,DECEMBER 1997=100,1997,M12,2025,M02
CUURN300SAH2     ,N300,SAH2,DECEMBER 1997=100,1997,M12,2024,M13
CUURN300SAH21    ,N300,SAH21,DECEMBER 1997=100,1997,M12,2024,M13
CUURN300SAH3     ,N300,SAH3,DECEMBER 1997=100,1997,M12,2025,M02
CUURN300SAH31    ,N300,SAH31,DECEMBER 2009=100,2009,M12,2025,M02
CUURN300SAM      ,N300,SAM,DECEMBER 1997=100,1997,M12,2025,M02
CUURN300SAN      ,N300,SAN,DECEMBER 1997=100,1997,M12,2025,M02
CUURN300SANL1    ,N300,SANL1,DECEMBER 1997=100,1997,M12,2025,M02
CUURN300SANL11   ,N300,SANL11,DECEMBER 1997=100,1997,M12,2025,M02
CUURN300SAR      ,N300,SAR,DECEMBER 1997=100,1997,M12,2025,M02
CUURN300SAS      ,N300,SAS,DECEMBER 1997=100,1997,M12,2025,M02
CUURN300SASL2RS  ,N300,SASL2RS,DECEMBER 1997=100,1997,M12,2025,M02
CUURN300SASL5    ,N300,SASL5,DECEMBER 1997=100,1997,M12,2025,M02
CUURN300SAT      ,N300,SAT,DECEMBER 1997=100,1997,M12,2025,M02
CUURN300SAT1     ,N300,SAT1,DECEMBER 1997=100,1997,M12,2025,M02
CUURN300SATCLTB  ,N300,SATCLTB,DECEMBER 2009=100,2009,M12,2025,M02
CUURN300SEEB     ,N300,SEEB,DECEMBER 1997=100,2017,M12,2025,M02
CUURN300SEFJ     ,N300,SEFJ,DECEMBER 1997=100,2017,M12,2025,M02
CUURN300SEFV     ,N300,SEFV,DECEMBER 1997=100,1997,M12,2025,M02
CUURN300SEHA     ,N300,SEHA,DECEMBER 1997=100,1997,M12,2025,M02
CUURN300SEHC     ,N300,SEHC,DECEMBER 1997=100,1997,M12,2025,M02
CUURN300SEHC01   ,N300,SEHC01,DECEMBER 1997=100,1997,M12,2025,M02
CUURN300SEHF     ,N300,SEHF,DECEMBER 1997=100,1997,M12,2024,M13
CUURN300SEHF01   ,N300,SEHF01,DECEMBER 1997=100,1997,M12,2024,M13
CUURN300SEHF02   ,N300,SEHF02,DECEMBER 1997=100,1997,M12,2024,M13
CUURN300SETA     ,N300,SETA,DECEMBER 1997=100,2017,M12,2025,M02
CUURN300SETA01   ,N300,SETA01,DECEMBER 1997=100,2017,M12,2025,M02
CUURN300SETA02   ,N300,SETA02,DECEMBER 1997=100,2017,M12,2025,M02
CUURN300SETB     ,N300,SETB,DECEMBER 1997=100,1997,M12,2025,M02
CUURN300SETB01   ,N300,SETB01,DECEMBER 1997=100,1997,M12,2025,M02
CUURN300SETE     ,N300,SETE,DECEMBER 1997=100,2017,M12,2021,M13
CUURN300SS47014  ,N300,SS47014,DECEMBER 1997=100,1997,M12,2025,M02
CUURN300SS47015  ,N300,SS47015,DECEMBER 1997=100,1997,M12,2025,M02
CUURN300SS47016  ,N300,SS47016,DECEMBER 1997=100,1997,M12,2025,M02
CUURN400SA0      ,N400,SA0,DECEMBER 1996=100,1996,M12,2025,M02
CUURN400SA0E     ,N400,SA0E,DECEMBER 1997=100,1997,M12,2025,M02
CUURN400SA0L1E   ,N400,SA0L1E,DECEMBER 1997=100,1997,M12,2025,M02
CUURN400SA0L2    ,N400,SA0L2,DECEMBER 1997=100,1997,M12,2025,M02
CUURN400SA0L5    ,N400,SA0L5,DECEMBER 1997=100,1997,M12,2025,M02
CUURN400SA0LE    ,N400,SA0LE,DECEMBER 1997=100,1997,M12,2025,M02
CUURN400SAA      ,N400,SAA,DECEMBER 1997=100,1997,M12,2025,M02
CUURN400SAC      ,N400,SAC,DECEMBER 1997=100,1997,M12,2025,M02
CUURN400SACL1    ,N400,SACL1,DECEMBER 1997=100,1997,M12,2025,M02
CUURN400SACL11   ,N400,SACL11,DECEMBER 1997=100,1997,M12,2025,M02
CUURN400SAD      ,N400,SAD,DECEMBER 1997=100,1997,M12,2025,M02
CUURN400SAE      ,N400,SAE,DECEMBER 1997=100,1997,M12,2025,M02
CUURN400SAEC     ,N400,SAEC,DECEMBER 2009=100,2009,M12,2025,M02
CUURN400SAES     ,N400,SAES,DECEMBER 2009=100,2009,M12,2025,M02
CUURN400SAF      ,N400,SAF,DECEMBER 1997=100,1997,M12,2025,M02
CUURN400SAF1     ,N400,SAF1,DECEMBER 1997=100,1997,M12,2025,M02
CUURN400SAF11    ,N400,SAF11,DECEMBER 1997=100,1997,M12,2025,M02
CUURN400SAF111   ,N400,SAF111,DECEMBER 1997=100,2017,M12,2025,M02
CUURN400SAF112   ,N400,SAF112,DECEMBER 1997=100,2017,M12,2025,M02
CUURN400SAF113   ,N400,SAF113,DECEMBER 1997=100,2017,M12,2025,M02
CUURN400SAF114   ,N400,SAF114,DECEMBER 1997=100,2017,M12,2025,M02
CUURN400SAF115   ,N400,SAF115,DECEMBER 1997=100,2017,M12,2025,M02
CUURN400SAF116   ,N400,SAF116,DECEMBER 1997=100,1997,M12,2025,M02
CUURN400SAG      ,N400,SAG,DECEMBER 1997=100,1997,M12,2025,M02
CUURN400SAGC     ,N400,SAGC,DECEMBER 2009=100,2009,M12,2025,M02
CUURN400SAGS     ,N400,SAGS,DECEMBER 2009=100,2009,M12,2025,M02
CUURN400SAH      ,N400,SAH,DECEMBER 1997=100,1997,M12,2025,M02
CUURN400SAH1     ,N400,SAH1,DECEMBER 1997=100,1997,M12,2025,M02
CUURN400SAH2     ,N400,SAH2,DECEMBER 1997=100,1997,M12,2024,M13
CUURN400SAH21    ,N400,SAH21,DECEMBER 1997=100,1997,M12,2024,M13
CUURN400SAH3     ,N400,SAH3,DECEMBER 1997=100,1997,M12,2025,M02
CUURN400SAH31    ,N400,SAH31,DECEMBER 2009=100,2009,M12,2025,M02
CUURN400SAM      ,N400,SAM,DECEMBER 1997=100,1997,M12,2025,M02
CUURN400SAN      ,N400,SAN,DECEMBER 1997=100,1997,M12,2025,M02
CUURN400SANL1    ,N400,SANL1,DECEMBER 1997=100,1997,M12,2025,M02
CUURN400SANL11   ,N400,SANL11,DECEMBER 1997=100,1997,M12,2025,M02
CUURN400SAR      ,N400,SAR,DECEMBER 1997=100,1997,M12,2025,M02
CUURN400SAS      ,N400,SAS,DECEMBER 1997=100,1997,M12,2025,M02
CUURN400SASL2RS  ,N400,SASL2RS,DECEMBER 1997=100,1997,M12,2025,M02
CUURN400SASL5    ,N400,SASL5,DECEMBER 1997=100,1997,M12,2025,M02
CUURN400SAT      ,N400,SAT,DECEMBER 1997=100,1997,M12,2025,M02
CUURN400SAT1     ,N400,SAT1,DECEMBER 1997=100,1997,M12,2025,M02
CUURN400SATCLTB  ,N400,SATCLTB,DECEMBER 2009=100,2009,M12,2025,M02
CUURN400SEEB     ,N400,SEEB,DECEMBER 1997=100,2017,M12,2025,M02
CUURN400SEFJ     ,N400,SEFJ,DECEMBER 1997=100,2017,M12,2025,M02
CUURN400SEFV     ,N400,SEFV,DECEMBER 1997=100,1997,M12,2025,M02
CUURN400SEHA     ,N400,SEHA,DECEMBER 1997=100,1997,M12,2025,M02
CUURN400SEHC     ,N400,SEHC,DECEMBER 1997=100,1997,M12,2025,M02
CUURN400SEHC01   ,N400,SEHC01,DECEMBER 1997=100,1997,M12,2025,M02
CUURN400SEHF     ,N400,SEHF,DECEMBER 1997=100,1997,M12,2024,M13
CUURN400SEHF01   ,N400,SEHF01,DECEMBER 1997=100,1997,M12,2024,M13
CUURN400SEHF02   ,N400,SEHF02,DECEMBER 1997=100,1997,M12,2024,M13
CUURN400SETA     ,N400,SETA,DECEMBER 1997=100,2017,M12,2025,M02
CUURN400SETA01   ,N400,SETA01,DECEMBER 1997=100,2017,M12,2025,M02
CUURN400SETA02   ,N400,SETA02,DECEMBER 1997=100,2017,M12,2025,M02
CUURN400SETB     ,N400,SETB,DECEMBER 1997=100,1997,M12,2025,M02
CUURN400SETB01   ,N400,SETB01,DECEMBER 1997=100,1997,M12,2025,M02
CUURN400SETE     ,N400,SETE,DECEMBER 1997=100,2017,M12,2021,M13
CUURN400SS47014  ,N400,SS47014,DECEMBER 1997=100,1997,M12,2025,M02
CUURN400SS47015  ,N400,SS47015,DECEMBER 1997=100,1997,M12,2025,M02
CUURN400SS47016  ,N400,SS47016,DECEMBER 1997=100,1997,M12,2025,M02
CUURS000AA0      ,S000,AA0,DECEMBER 1986=100,1986,M12,2025,M02
CUURS000SA0      ,S000,SA0,DECEMBER 1986=100,1986,M12,2025,M02
CUURS000SA0E     ,S000,SA0E,DECEMBER 1986=100,1986,M12,2025,M02
CUURS000SA0L1    ,S000,SA0L1,DECEMBER 1986=100,1986,M12,2025,M02
CUURS000SA0L1E   ,S000,SA0L1E,DECEMBER 1986=100,1986,M12,2025,M02
CUURS000SA0L2    ,S000,SA0L2,DECEMBER 1986=100,1986,M12,2025,M02
CUURS000SA0L5    ,S000,SA0L5,DECEMBER 1986=100,1986,M12,2025,M02
CUURS000SA0LE    ,S000,SA0LE,DECEMBER 1986=100,1986,M12,2025,M02
CUURS000SAA      ,S000,SAA,DECEMBER 1986=100,1986,M12,2025,M02
CUURS000SAC      ,S000,SAC,DECEMBER 1986=100,1986,M12,2025,M02
CUURS000SACE     ,S000,SACE,DECEMBER 1986=100,1986,M12,2025,M02
CUURS000SACL1    ,S000,SACL1,DECEMBER 1986=100,1986,M12,2025,M02
CUURS000SACL11   ,S000,SACL11,DECEMBER 1986=100,1986,M12,2025,M02
CUURS000SACL1E   ,S000,SACL1E,DECEMBER 1986=100,1986,M12,2025,M02
CUURS000SAD      ,S000,SAD,DECEMBER 1986=100,1986,M12,2025,M02
CUURS000SAE      ,S000,SAE,DECEMBER 1997=100,1997,M12,2025,M02
CUURS000SAEC     ,S000,SAEC,DECEMBER 2009=100,2009,M12,2025,M02
CUURS000SAES     ,S000,SAES,DECEMBER 2009=100,2009,M12,2025,M02
CUURS000SAF      ,S000,SAF,DECEMBER 1986=100,1986,M12,2025,M02
CUURS000SAF1     ,S000,SAF1,DECEMBER 1986=100,1986,M12,2025,M02
CUURS000SAF11    ,S000,SAF11,DECEMBER 1986=100,1986,M12,2025,M02
CUURS000SAF111   ,S000,SAF111,DECEMBER 1986=100,2017,M12,2025,M02
CUURS000SAF112   ,S000,SAF112,DECEMBER 1986=100,2017,M12,2025,M02
CUURS000SAF113   ,S000,SAF113,DECEMBER 1986=100,2017,M12,2025,M02
CUURS000SAF114   ,S000,SAF114,DECEMBER 1986=100,2017,M12,2025,M02
CUURS000SAF115   ,S000,SAF115,DECEMBER 1986=100,2017,M12,2025,M02
CUURS000SAF116   ,S000,SAF116,DECEMBER 1986=100,1986,M12,2025,M02
CUURS000SAG      ,S000,SAG,DECEMBER 1986=100,1986,M12,2025,M02
CUURS000SAGC     ,S000,SAGC,DECEMBER 2009=100,2009,M12,2025,M02
CUURS000SAGS     ,S000,SAGS,DECEMBER 2009=100,2009,M12,2025,M02
CUURS000SAH      ,S000,SAH,DECEMBER 1986=100,1986,M12,2025,M02
CUURS000SAH1     ,S000,SAH1,DECEMBER 1986=100,1986,M12,2025,M02
CUURS000SAH2     ,S000,SAH2,DECEMBER 1986=100,1986,M12,2025,M02
CUURS000SAH21    ,S000,SAH21,DECEMBER 1986=100,1986,M12,2025,M02
CUURS000SAH3     ,S000,SAH3,DECEMBER 1986=100,1986,M12,2025,M02
CUURS000SAH31    ,S000,SAH31,DECEMBER 2009=100,2009,M12,2025,M02
CUURS000SAM      ,S000,SAM,DECEMBER 1986=100,1986,M12,2025,M02
CUURS000SAM1     ,S000,SAM1,DECEMBER 1986=100,1986,M12,2025,M02
CUURS000SAM2     ,S000,SAM2,DECEMBER 1986=100,1986,M12,2025,M02
CUURS000SAN      ,S000,SAN,DECEMBER 1986=100,1986,M12,2025,M02
CUURS000SANL1    ,S000,SANL1,DECEMBER 1986=100,1986,M12,2025,M02
CUURS000SANL11   ,S000,SANL11,DECEMBER 1986=100,1986,M12,2025,M02
CUURS000SANL113  ,S000,SANL113,DECEMBER 1986=100,1986,M12,2025,M02
CUURS000SANL13   ,S000,SANL13,DECEMBER 1986=100,1986,M12,2025,M02
CUURS000SAR      ,S000,SAR,DECEMBER 1997=100,1997,M12,2025,M02
CUURS000SARC     ,S000,SARC,DECEMBER 2009=100,2009,M12,2025,M02
CUURS000SARS     ,S000,SARS,DECEMBER 2009=100,2009,M12,2025,M02
CUURS000SAS      ,S000,SAS,DECEMBER 1986=100,1986,M12,2025,M02
CUURS000SAS2RS   ,S000,SAS2RS,DECEMBER 1986=100,1986,M12,2025,M02
CUURS000SAS367   ,S000,SAS367,DECEMBER 1986=100,1986,M12,2025,M02
CUURS000SAS4     ,S000,SAS4,DECEMBER 1986=100,1986,M12,2025,M02
CUURS000SASL2RS  ,S000,SASL2RS,DECEMBER 1986=100,1986,M12,2025,M02
CUURS000SASL5    ,S000,SASL5,DECEMBER 1986=100,1986,M12,2025,M02
CUURS000SASLE    ,S000,SASLE,DECEMBER 1986=100,1986,M12,2025,M02
CUURS000SAT      ,S000,SAT,DECEMBER 1986=100,1986,M12,2025,M02
CUURS000SAT1     ,S000,SAT1,DECEMBER 1986=100,1986,M12,2025,M02
CUURS000SATCLTB  ,S000,SATCLTB,DECEMBER 2009=100,2009,M12,2025,M02
CUURS000SEEB     ,S000,SEEB,DECEMBER 1986=100,2017,M12,2025,M02
CUURS000SEFJ     ,S000,SEFJ,DECEMBER 1986=100,2017,M12,2025,M02
CUURS000SEFV     ,S000,SEFV,DECEMBER 1986=100,1986,M12,2025,M02
CUURS000SEHA     ,S000,SEHA,DECEMBER 1986=100,1986,M12,2025,M02
CUURS000SEHC     ,S000,SEHC,DECEMBER 1986=100,1986,M12,2025,M02
CUURS000SEHC01   ,S000,SEHC01,DECEMBER 1986=100,1986,M12,2025,M02
CUURS000SEHF     ,S000,SEHF,DECEMBER 1986=100,1986,M12,2025,M02
CUURS000SEHF01   ,S000,SEHF01,DECEMBER 1986=100,1986,M12,2025,M02
CUURS000SEHF02   ,S000,SEHF02,DECEMBER 1986=100,1986,M12,2025,M02
CUURS000SEMC     ,S000,SEMC,DECEMBER 1986=100,1986,M12,2025,M02
CUURS000SETA     ,S000,SETA,DECEMBER 1997=100,1997,M12,2025,M02
CUURS000SETA01   ,S000,SETA01,DECEMBER 1986=100,1986,M12,2025,M02
CUURS000SETA02   ,S000,SETA02,DECEMBER 1986=100,1986,M12,2025,M02
CUURS000SETB     ,S000,SETB,DECEMBER 1986=100,1986,M12,2025,M02
CUURS000SETB01   ,S000,SETB01,DECEMBER 1986=100,1986,M12,2025,M02
CUURS000SETE     ,S000,SETE,DECEMBER 1986=100,2017,M12,2021,M13
CUURS000SS45011  ,S000,SS45011,DECEMBER 1986=100,1986,M12,2025,M02
CUURS000SS4501A  ,S000,SS4501A,DECEMBER 1997=100,1997,M12,2022,M03
CUURS000SS47014  ,S000,SS47014,DECEMBER 1986=100,1986,M12,2025,M02
CUURS000SS47015  ,S000,SS47015,DECEMBER 1993=100,1993,M12,2025,M02
CUURS000SS47016  ,S000,SS47016,DECEMBER 1986=100,1986,M12,2025,M02
CUURS100AA0      ,S100,AA0,DECEMBER 1977=100,1977,M12,2025,M02
CUURS100SA0      ,S100,SA0,1982-84=100,1977,M12,2025,M02
CUURS100SA0E     ,S100,SA0E,1982-84=100,1977,M12,2025,M02
CUURS100SA0L1E   ,S100,SA0L1E,1982-84=100,1982,M02,2025,M02
CUURS100SA0L2    ,S100,SA0L2,1982-84=100,1977,M12,2025,M02
CUURS100SA0L5    ,S100,SA0L5,1982-84=100,1977,M12,2025,M02
CUURS100SA0LE    ,S100,SA0LE,1982-84=100,1977,M12,2025,M02
CUURS100SAA      ,S100,SAA,1982-84=100,1977,M12,2025,M02
CUURS100SAC      ,S100,SAC,1982-84=100,1977,M12,2025,M02
CUURS100SACL1    ,S100,SACL1,1982-84=100,1977,M12,2025,M02
CUURS100SACL11   ,S100,SACL11,1982-84=100,1977,M12,2025,M02
CUURS100SAD      ,S100,SAD,1982-84=100,1977,M12,2025,M02
CUURS100SAE      ,S100,SAE,DECEMBER 1997=100,1997,M12,2025,M02
CUURS100SAEC     ,S100,SAEC,DECEMBER 2009=100,2009,M12,2025,M02
CUURS100SAES     ,S100,SAES,DECEMBER 2009=100,2009,M12,2025,M02
CUURS100SAF      ,S100,SAF,1982-84=100,1977,M12,2025,M02
CUURS100SAF1     ,S100,SAF1,1982-84=100,1977,M12,2025,M02
