series_id        ,area_code,item_code,base_period,begin_year,begin_period,end_year,end_period
CUSR0000SA0      ,0000,SA0,1982-84=100,1947,M01,2025,M02
CUSR0000SA0E     ,0000,SA0E,1982-84=100,1957,M01,2025,M02
CUSR0000SA0L1    ,0000,SA0L1,1982-84=100,1947,M01,2025,M02
CUSR0000SA0L12   ,0000,SA0L12,1982-84=100,1967,M01,2025,M02
CUSR0000SA0L12E  ,0000,SA0L12E,1982-84=100,1967,M01,2025,M02
CUSR0000SA0L12E4 ,0000,SA0L12E4,1982-84=100,1967,M01,2025,M02
CUSR0000SA0L1E   ,0000,SA0L1E,1982-84=100,1957,M01,2025,M02
CUSR0000SA0L2    ,0000,SA0L2,1982-84=100,1947,M01,2025,M02
CUSR0000SA0L5    ,0000,SA0L5,1982-84=100,1957,M01,2025,M02
CUSR0000SA0LE    ,0000,SA0LE,1982-84=100,1957,M01,2025,M02
CUSR0000SA311    ,0000,SA311,1982-84=100,1947,M01,2025,M02
CUSR0000SAA      ,0000,SAA,1982-84=100,1947,M01,2025,M02
CUSR0000SAA1     ,0000,SAA1,1982-84=100,1947,M01,2025,M02
CUSR0000SAA2     ,0000,SAA2,1982-84=100,1947,M01,2025,M02
CUSR0000SAC      ,0000,SAC,1982-84=100,1956,M01,2025,M02
CUSR0000SACE     ,0000,SACE,1982-84=100,1957,M01,2025,M02
CUSR0000SACL1    ,0000,SACL1,1982-84=100,1956,M01,2025,M02
CUSR0000SACL11   ,0000,SACL11,1982-84=100,1967,M01,2025,M02
CUSR0000SACL1E   ,0000,SACL1E,1982-84=100,1957,M01,2025,M02
CUSR0000SACL1E4  ,0000,SACL1E4,1982-84=100,1967,M01,2025,M02
CUSR0000SAD      ,0000,SAD,1982-84=100,1956,M01,2025,M02
CUSR0000SAE      ,0000,SAE,DECEMBER 1997=100,1993,M01,2025,M02
CUSR0000SAE1     ,0000,SAE1,DECEMBER 1997=100,1993,M01,2025,M02
CUSR0000SAE2     ,0000,SAE2,DECEMBER 1997=100,1998,M01,2025,M02
CUSR0000SAE21    ,0000,SAE21,DECEMBER 1997=100,2006,M01,2025,M02
CUSR0000SAEC     ,0000,SAEC,DECEMBER 2009=100,2010,M01,2025,M02
CUSR0000SAES     ,0000,SAES,DECEMBER 2009=100,2010,M01,2025,M02
CUSR0000SAF      ,0000,SAF,1982-84=100,1967,M01,2025,M02
CUSR0000SAF1     ,0000,SAF1,1982-84=100,1947,M01,2025,M02
CUSR0000SAF11    ,0000,SAF11,1982-84=100,1952,M01,2025,M02
CUSR0000SAF111   ,0000,SAF111,1982-84=100,1989,M01,2025,M02
CUSR0000SAF112   ,0000,SAF112,1982-84=100,1967,M01,2025,M02
CUSR0000SAF1121  ,0000,SAF1121,1982-84=100,1947,M01,2025,M02
CUSR0000SAF11211 ,0000,SAF11211,1982-84=100,1947,M01,2025,M02
CUSR0000SAF113   ,0000,SAF113,1982-84=100,1947,M01,2025,M02
CUSR0000SAF1131  ,0000,SAF1131,1982-84=100,1947,M01,2025,M02
CUSR0000SAF114   ,0000,SAF114,1982-84=100,1947,M01,2025,M02
CUSR0000SAF115   ,0000,SAF115,1982-84=100,1967,M01,2025,M02
CUSR0000SAF116   ,0000,SAF116,1982-84=100,1967,M01,2025,M02
CUSR0000SAG      ,0000,SAG,1982-84=100,1967,M01,2025,M02
CUSR0000SAG1     ,0000,SAG1,1982-84=100,1999,M01,2025,M02
CUSR0000SAGC     ,0000,SAGC,DECEMBER 2009=100,2010,M01,2025,M02
CUSR0000SAH      ,0000,SAH,1982-84=100,1967,M01,2025,M02
CUSR0000SAH1     ,0000,SAH1,1982-84=100,1953,M01,2025,M02
CUSR0000SAH2     ,0000,SAH2,1982-84=100,1953,M01,2025,M02
CUSR0000SAH21    ,0000,SAH21,1982-84=100,1967,M01,2025,M02
CUSR0000SAH3     ,0000,SAH3,1982-84=100,1967,M01,2025,M02
CUSR0000SAH31    ,0000,SAH31,DECEMBER 2009=100,2010,M01,2025,M02
CUSR0000SAM      ,0000,SAM,1982-84=100,1947,M01,2025,M02
CUSR0000SAM1     ,0000,SAM1,1982-84=100,1967,M01,2025,M02
CUSR0000SAM2     ,0000,SAM2,1982-84=100,1956,M01,2025,M02
CUSR0000SAN      ,0000,SAN,1982-84=100,1956,M01,2025,M02
CUSR0000SAN1D    ,0000,SAN1D,1982-84=100,1980,M01,2025,M02
CUSR0000SANL1    ,0000,SANL1,1982-84=100,1989,M01,2025,M02
CUSR0000SANL11   ,0000,SANL11,1982-84=100,1989,M01,2025,M02
CUSR0000SANL113  ,0000,SANL113,1982-84=100,1991,M01,2025,M02
CUSR0000SANL13   ,0000,SANL13,1982-84=100,1991,M01,2025,M02
CUSR0000SAR      ,0000,SAR,DECEMBER 1997=100,1993,M01,2025,M02
CUSR0000SARC     ,0000,SARC,DECEMBER 2009=100,2010,M01,2025,M02
CUSR0000SARS     ,0000,SARS,DECEMBER 2009=100,2010,M01,2025,M02
CUSR0000SAS      ,0000,SAS,1982-84=100,1956,M01,2025,M02
CUSR0000SAS24    ,0000,SAS24,1982-84=100,1957,M01,2025,M02
CUSR0000SAS2RS   ,0000,SAS2RS,DECEMBER 1982=100,1990,M01,2025,M02
CUSR0000SAS367   ,0000,SAS367,1982-84=100,1967,M01,2025,M02
CUSR0000SAS4     ,0000,SAS4,1982-84=100,1956,M01,2025,M02
CUSR0000SASL2RS  ,0000,SASL2RS,DECEMBER 1982=100,1985,M01,2025,M02
CUSR0000SASL5    ,0000,SASL5,1982-84=100,1983,M01,2025,M02
CUSR0000SASLE    ,0000,SASLE,1982-84=100,1967,M01,2025,M02
CUSR0000SAT      ,0000,SAT,1982-84=100,1947,M01,2025,M02
CUSR0000SAT1     ,0000,SAT1,1982-84=100,1947,M01,2025,M02
CUSR0000SATCLTB  ,0000,SATCLTB,DECEMBER 2009=100,2010,M01,2025,M02
CUSR0000SEAA     ,0000,SEAA,1982-84=100,1978,M01,2025,M02
CUSR0000SEAA01   ,0000,SEAA01,1982-84=100,1978,M01,2025,M02
CUSR0000SEAA02   ,0000,SEAA02,1982-84=100,1984,M01,2025,M02
CUSR0000SEAA03   ,0000,SEAA03,DECEMBER 1997=100,1998,M01,2025,M02
CUSR0000SEAA04   ,0000,SEAA04,1982-84=100,1978,M01,2025,M02
CUSR0000SEAB     ,0000,SEAB,1982-84=100,1978,M01,2025,M02
CUSR0000SEAC     ,0000,SEAC,1982-84=100,1978,M01,2025,M02
CUSR0000SEAC01   ,0000,SEAC01,1982-84=100,1978,M01,2025,M02
CUSR0000SEAC02   ,0000,SEAC02,1982-84=100,1969,M01,2025,M02
CUSR0000SEAC03   ,0000,SEAC03,DECEMBER 1997=100,1998,M01,2025,M02
CUSR0000SEAC04   ,0000,SEAC04,DECEMBER 1997=100,1998,M01,2025,M02
CUSR0000SEAD     ,0000,SEAD,1982-84=100,1978,M01,2025,M02
CUSR0000SEAE     ,0000,SEAE,1982-84=100,1947,M01,2025,M02
CUSR0000SEAE01   ,0000,SEAE01,1982-84=100,1978,M01,2025,M02
CUSR0000SEAE02   ,0000,SEAE02,1982-84=100,1989,M01,2025,M02
CUSR0000SEAE03   ,0000,SEAE03,1982-84=100,1978,M01,2025,M02
CUSR0000SEAF     ,0000,SEAF,1982-84=100,1989,M01,2025,M02
CUSR0000SEAG     ,0000,SEAG,DECEMBER 1986=100,1991,M01,2025,M02
CUSR0000SEAG01   ,0000,SEAG01,DECEMBER 1986=100,1993,M01,2025,M02
CUSR0000SEAG02   ,0000,SEAG02,DECEMBER 1986=100,1991,M01,2025,M02
CUSR0000SEEA     ,0000,SEEA,1982-84=100,1967,M01,2025,M02
CUSR0000SEEB     ,0000,SEEB,1982-84=100,1978,M01,2025,M02
CUSR0000SEEB01   ,0000,SEEB01,1982-84=100,1978,M01,2025,M02
CUSR0000SEEB02   ,0000,SEEB02,1982-84=100,1978,M01,2025,M02
CUSR0000SEEB03   ,0000,SEEB03,DECEMBER 1990=100,1991,M01,2025,M02
CUSR0000SEEB04   ,0000,SEEB04,DECEMBER 1997=100,1999,M01,2025,M02
CUSR0000SEEC     ,0000,SEEC,DECEMBER 1997=100,1998,M01,2025,M02
CUSR0000SEEC01   ,0000,SEEC01,1982-84=100,2007,M01,2025,M02
CUSR0000SEEC02   ,0000,SEEC02,DECEMBER 1997=100,1998,M01,2025,M02
CUSR0000SEEE     ,0000,SEEE,DECEMBER 1988=100,2006,M01,2025,M02
CUSR0000SEEE01   ,0000,SEEE01,DECEMBER 2007=100,2005,M01,2025,M02
CUSR0000SEEE03   ,0000,SEEE03,DECEMBER 1997=100,2010,M01,2025,M02
CUSR0000SEEE04   ,0000,SEEE04,DECEMBER 1997=100,2011,M03,2025,M02
CUSR0000SEEEC    ,0000,SEEEC,DECEMBER 2009=100,2010,M01,2025,M02
CUSR0000SEFA     ,0000,SEFA,1982-84=100,1978,M01,2025,M02
CUSR0000SEFA01   ,0000,SEFA01,1982-84=100,1978,M01,2025,M02
CUSR0000SEFA02   ,0000,SEFA02,1982-84=100,1992,M01,2025,M02
CUSR0000SEFA03   ,0000,SEFA03,1982-84=100,1990,M01,2025,M02
CUSR0000SEFB     ,0000,SEFB,1982-84=100,1992,M01,2025,M02
CUSR0000SEFB01   ,0000,SEFB01,DECEMBER 1997=100,2005,M01,2025,M02
CUSR0000SEFB02   ,0000,SEFB02,DECEMBER 1997=100,2007,M01,2025,M02
CUSR0000SEFB03   ,0000,SEFB03,1982-84=100,1996,M01,2025,M02
CUSR0000SEFB04   ,0000,SEFB04,1982-84=100,1984,M01,2025,M02
CUSR0000SEFC     ,0000,SEFC,1982-84=100,1947,M01,2025,M02
CUSR0000SEFC01   ,0000,SEFC01,1982-84=100,1947,M01,2025,M02
CUSR0000SEFC02   ,0000,SEFC02,DECEMBER 1997=100,2011,M03,2025,M02
CUSR0000SEFC03   ,0000,SEFC03,DECEMBER 1997=100,1998,M01,2025,M02
CUSR0000SEFD     ,0000,SEFD,1982-84=100,1947,M01,2025,M02
CUSR0000SEFD01   ,0000,SEFD01,DECEMBER 1997=100,1998,M01,2025,M02
CUSR0000SEFD02   ,0000,SEFD02,1982-84=100,1978,M01,2025,M02
CUSR0000SEFD03   ,0000,SEFD03,1982-84=100,1947,M01,2025,M02
CUSR0000SEFD04   ,0000,SEFD04,DECEMBER 1997=100,1998,M01,2025,M02
CUSR0000SEFE     ,0000,SEFE,1982-84=100,1997,M01,2025,M02
CUSR0000SEFF     ,0000,SEFF,1982-84=100,1998,M01,2025,M02
CUSR0000SEFF01   ,0000,SEFF01,DECEMBER 1997=100,2004,M01,2025,M02
CUSR0000SEFF02   ,0000,SEFF02,DECEMBER 1997=100,1998,M01,2025,M02
CUSR0000SEFG     ,0000,SEFG,1982-84=100,1947,M01,2025,M02
CUSR0000SEFG01   ,0000,SEFG01,DECEMBER 1997=100,2010,M01,2025,M02
CUSR0000SEFG02   ,0000,SEFG02,DECEMBER 1997=100,1998,M01,2025,M02
CUSR0000SEFH     ,0000,SEFH,1982-84=100,1947,M01,2025,M02
CUSR0000SEFJ     ,0000,SEFJ,1982-84=100,1989,M01,2025,M02
CUSR0000SEFJ01   ,0000,SEFJ01,DECEMBER 1997=100,1999,M01,2025,M02
CUSR0000SEFJ02   ,0000,SEFJ02,1982-84=100,1978,M01,2025,M02
CUSR0000SEFJ03   ,0000,SEFJ03,1982-84=100,1990,M01,2025,M02
CUSR0000SEFJ04   ,0000,SEFJ04,DECEMBER 1997=100,2003,M01,2025,M02
CUSR0000SEFK     ,0000,SEFK,1982-84=100,1947,M01,2025,M02
CUSR0000SEFK01   ,0000,SEFK01,1982-84=100,1947,M01,2025,M02
CUSR0000SEFK02   ,0000,SEFK02,1982-84=100,1947,M01,2025,M02
CUSR0000SEFK03   ,0000,SEFK03,DECEMBER 1997=100,1998,M01,2025,M02
CUSR0000SEFK04   ,0000,SEFK04,DECEMBER 1997=100,1998,M01,2025,M02
CUSR0000SEFL     ,0000,SEFL,1982-84=100,1947,M01,2025,M02
CUSR0000SEFL01   ,0000,SEFL01,1982-84=100,1947,M01,2025,M02
CUSR0000SEFL02   ,0000,SEFL02,1982-84=100,2006,M01,2025,M02
CUSR0000SEFL03   ,0000,SEFL03,1982-84=100,1953,M01,2025,M02
CUSR0000SEFL04   ,0000,SEFL04,1982-84=100,1978,M01,2025,M02
CUSR0000SEFM     ,0000,SEFM,DECEMBER 1997=100,1998,M01,2025,M02
CUSR0000SEFM01   ,0000,SEFM01,DECEMBER 1997=100,1998,M01,2025,M02
CUSR0000SEFM02   ,0000,SEFM02,DECEMBER 1997=100,1998,M01,2025,M02
CUSR0000SEFM03   ,0000,SEFM03,DECEMBER 1997=100,1998,M01,2025,M02
CUSR0000SEFN     ,0000,SEFN,DECEMBER 1997=100,1998,M01,2025,M02
CUSR0000SEFN01   ,0000,SEFN01,1982-84=100,1978,M01,2025,M02
CUSR0000SEFN03   ,0000,SEFN03,DECEMBER 1997=100,2010,M01,2025,M02
CUSR0000SEFP     ,0000,SEFP,DECEMBER 1997=100,1998,M01,2025,M02
CUSR0000SEFP01   ,0000,SEFP01,1982-84=100,2003,M01,2025,M02
CUSR0000SEFP02   ,0000,SEFP02,DECEMBER 1997=100,2003,M01,2025,M02
CUSR0000SEFR     ,0000,SEFR,1982-84=100,1989,M01,2025,M02
CUSR0000SEFR01   ,0000,SEFR01,1982-84=100,1989,M01,2025,M02
CUSR0000SEFR02   ,0000,SEFR02,DECEMBER 1997=100,2011,M03,2025,M02
CUSR0000SEFR03   ,0000,SEFR03,DECEMBER 1997=100,1998,M01,2025,M02
CUSR0000SEFS     ,0000,SEFS,1982-84=100,1989,M01,2025,M02
CUSR0000SEFS01   ,0000,SEFS01,DECEMBER 1997=100,2002,M01,2025,M02
CUSR0000SEFS02   ,0000,SEFS02,DECEMBER 1997=100,1998,M01,2025,M02
CUSR0000SEFS03   ,0000,SEFS03,DECEMBER 1997=100,2003,M01,2025,M02
CUSR0000SEFT     ,0000,SEFT,1982-84=100,1981,M01,2025,M02
CUSR0000SEFT01   ,0000,SEFT01,1982-84=100,1978,M01,2025,M02
CUSR0000SEFT02   ,0000,SEFT02,1982-84=100,2000,M01,2025,M02
CUSR0000SEFT03   ,0000,SEFT03,1982-84=100,1985,M01,2025,M02
CUSR0000SEFT04   ,0000,SEFT04,1982-84=100,1978,M01,2025,M02
CUSR0000SEFT06   ,0000,SEFT06,DECEMBER 1997=100,2011,M03,2025,M02
CUSR0000SEFV     ,0000,SEFV,1982-84=100,1953,M01,2025,M02
CUSR0000SEFV01   ,0000,SEFV01,DECEMBER 1997=100,1998,M01,2025,M02
CUSR0000SEFV03   ,0000,SEFV03,DECEMBER 1997=100,1998,M01,2025,M02
CUSR0000SEFV05   ,0000,SEFV05,DECEMBER 1997=100,1998,M01,2025,M02
CUSR0000SEFW     ,0000,SEFW,1982-84=100,1978,M01,2025,M02
CUSR0000SEFW01   ,0000,SEFW01,1982-84=100,1969,M01,2025,M02
CUSR0000SEFW02   ,0000,SEFW02,1982-84=100,1992,M01,2025,M02
CUSR0000SEFW03   ,0000,SEFW03,1982-84=100,1990,M01,2025,M02
CUSR0000SEFX     ,0000,SEFX,1982-84=100,1978,M01,2025,M02
CUSR0000SEGA     ,0000,SEGA,1982-84=100,1986,M01,2025,M02
CUSR0000SEGA01   ,0000,SEGA01,DECEMBER 1997=100,2010,M01,2025,M02
CUSR0000SEGD     ,0000,SEGD,1982-84=100,1990,M01,2025,M02
CUSR0000SEGD01   ,0000,SEGD01,DECEMBER 1986=100,2001,M01,2024,M09
CUSR0000SEGD02   ,0000,SEGD02,DECEMBER 1986=100,1988,M01,2025,M02
CUSR0000SEGD03   ,0000,SEGD03,DECEMBER 1997=100,2004,M01,2025,M02
CUSR0000SEGD05   ,0000,SEGD05,DECEMBER 1986=100,1999,M01,2025,M02
CUSR0000SEGE     ,0000,SEGE,DECEMBER 1997=100,1998,M01,2025,M02
CUSR0000SEHA     ,0000,SEHA,1982-84=100,1981,M01,2025,M02
CUSR0000SEHB     ,0000,SEHB,DECEMBER 1997=100,1997,M12,2025,M02
CUSR0000SEHB01   ,0000,SEHB01,DECEMBER 1982=100,1984,M01,2025,M02
CUSR0000SEHB02   ,0000,SEHB02,1982-84=100,1967,M01,2025,M02
CUSR0000SEHC     ,0000,SEHC,DECEMBER 1982=100,1983,M01,2025,M02
CUSR0000SEHC01   ,0000,SEHC01,DECEMBER 1982=100,1983,M01,2025,M02
CUSR0000SEHE     ,0000,SEHE,1982-84=100,1947,M01,2025,M02
CUSR0000SEHE01   ,0000,SEHE01,1982-84=100,1952,M01,2025,M02
CUSR0000SEHE02   ,0000,SEHE02,DECEMBER 1986=100,1994,M01,2025,M02
CUSR0000SEHF     ,0000,SEHF,1982-84=100,1947,M01,2025,M02
CUSR0000SEHF01   ,0000,SEHF01,1982-84=100,1952,M01,2025,M02
CUSR0000SEHF02   ,0000,SEHF02,1982-84=100,1952,M01,2025,M02
CUSR0000SEHG     ,0000,SEHG,DECEMBER 1997=100,1997,M12,2025,M02
CUSR0000SEHG01   ,0000,SEHG01,1982-84=100,1986,M01,2025,M02
CUSR0000SEHG02   ,0000,SEHG02,DECEMBER 1983=100,1984,M01,2025,M02
CUSR0000SEHH     ,0000,SEHH,DECEMBER 1997=100,1999,M01,2025,M02
CUSR0000SEHH02   ,0000,SEHH02,DECEMBER 1997=100,2003,M01,2025,M02
CUSR0000SEHH03   ,0000,SEHH03,DECEMBER 1997=100,2011,M03,2025,M02
CUSR0000SEHJ     ,0000,SEHJ,1982-84=100,1969,M01,2025,M02
CUSR0000SEHJ03   ,0000,SEHJ03,DECEMBER 1997=100,1998,M01,2025,M02
CUSR0000SEHK     ,0000,SEHK,DECEMBER 1997=100,1999,M01,2025,M02
CUSR0000SEHK01   ,0000,SEHK01,DECEMBER 1997=100,2006,M01,2025,M02
CUSR0000SEHK02   ,0000,SEHK02,DECEMBER 1997=100,1998,M01,2025,M02
CUSR0000SEHL     ,0000,SEHL,DECEMBER 1997=100,1999,M01,2025,M02
CUSR0000SEHL02   ,0000,SEHL02,DECEMBER 1990=100,1993,M01,2025,M02
CUSR0000SEHL04   ,0000,SEHL04,DECEMBER 1997=100,2003,M01,2025,M02
CUSR0000SEHM     ,0000,SEHM,DECEMBER 1997=100,2002,M01,2025,M02
CUSR0000SEHM01   ,0000,SEHM01,DECEMBER 1997=100,2011,M03,2025,M02
CUSR0000SEHM02   ,0000,SEHM02,DECEMBER 1997=100,2000,M01,2025,M02
CUSR0000SEHN     ,0000,SEHN,1982-84=100,1967,M01,2025,M02
CUSR0000SEHN01   ,0000,SEHN01,DECEMBER 1997=100,2010,M01,2025,M02
CUSR0000SEHN03   ,0000,SEHN03,DECEMBER 1997=100,1998,M01,2025,M02
CUSR0000SEHP03   ,0000,SEHP03,DECEMBER 1997=100,1998,M01,2025,M02
CUSR0000SEMC     ,0000,SEMC,1982-84=100,1980,M01,2025,M02
CUSR0000SEMC01   ,0000,SEMC01,1982-84=100,1980,M01,2025,M02
CUSR0000SEMC02   ,0000,SEMC02,1982-84=100,1995,M01,2025,M02
CUSR0000SEMC03   ,0000,SEMC03,DECEMBER 1986=100,1998,M01,2025,M02
CUSR0000SEMC04   ,0000,SEMC04,DECEMBER 1986=100,1989,M01,2025,M02
CUSR0000SEMD     ,0000,SEMD,1982-84=100,1978,M01,2025,M02
CUSR0000SEMD01   ,0000,SEMD01,DECEMBER 1996=100,1997,M01,2025,M02
CUSR0000SEMD02   ,0000,SEMD02,DECEMBER 1996=100,1997,M01,2025,M02
CUSR0000SEMF     ,0000,SEMF,DECEMBER 2009=100,2011,M03,2025,M02
CUSR0000SEMF01   ,0000,SEMF01,1982-84=100,1969,M01,2025,M02
CUSR0000SEMF02   ,0000,SEMF02,DECEMBER 2009=100,2011,M03,2025,M02
CUSR0000SERA     ,0000,SERA,DECEMBER 1997=100,1994,M01,2025,M02
CUSR0000SERA01   ,0000,SERA01,1982-84=100,1996,M01,2025,M02
CUSR0000SERA02   ,0000,SERA02,DECEMBER 1983=100,1992,M01,2025,M02
CUSR0000SERA03   ,0000,SERA03,DECEMBER 1997=100,1998,M01,2025,M02
CUSR0000SERA05   ,0000,SERA05,1982-84=100,2009,M01,2025,M02
CUSR0000SERAC    ,0000,SERAC,DECEMBER 2009=100,2010,M01,2025,M02
CUSR0000SERAS    ,0000,SERAS,DECEMBER 2009=100,2010,M01,2025,M02
CUSR0000SERB     ,0000,SERB,DECEMBER 1997=100,1999,M01,2025,M02
CUSR0000SERB01   ,0000,SERB01,1982-84=100,2001,M01,2025,M02
CUSR0000SERB02   ,0000,SERB02,DECEMBER 1997=100,1999,M01,2025,M02
CUSR0000SERC     ,0000,SERC,1982-84=100,1978,M01,2025,M02
CUSR0000SERC01   ,0000,SERC01,1982-84=100,1997,M01,2025,M02
CUSR0000SERC02   ,0000,SERC02,1982-84=100,2008,M01,2025,M02
CUSR0000SERD     ,0000,SERD,DECEMBER 1997=100,2005,M01,2025,M02
CUSR0000SERD01   ,0000,SERD01,1982-84=100,1978,M01,2025,M02
CUSR0000SERE     ,0000,SERE,DECEMBER 1997=100,1997,M12,2025,M02
CUSR0000SERE01   ,0000,SERE01,1982-84=100,1978,M01,2025,M02
CUSR0000SERE02   ,0000,SERE02,DECEMBER 1997=100,2003,M01,2025,M02
CUSR0000SERE03   ,0000,SERE03,DECEMBER 1997=100,2004,M01,2025,M02
CUSR0000SERF     ,0000,SERF,DECEMBER 1997=100,1997,M12,2025,M02
CUSR0000SERF01   ,0000,SERF01,DECEMBER 1997=100,1998,M01,2025,M02
CUSR0000SERF02   ,0000,SERF02,1982-84=100,1978,M01,2025,M02
CUSR0000SERF03   ,0000,SERF03,DECEMBER 1986=100,1989,M01,2025,M02
CUSR0000SERG     ,0000,SERG,1982-84=100,1989,M01,2025,M02
CUSR0000SETA     ,0000,SETA,DECEMBER 1997=100,1993,M01,2025,M02
CUSR0000SETA01   ,0000,SETA01,1982-84=100,1953,M01,2025,M02
CUSR0000SETA02   ,0000,SETA02,1982-84=100,1953,M01,2025,M02
CUSR0000SETA03   ,0000,SETA03,DECEMBER 2001=100,2002,M01,2024,M09
CUSR0000SETA04   ,0000,SETA04,DECEMBER 1997=100,1998,M01,2025,M02
CUSR0000SETB     ,0000,SETB,1982-84=100,1967,M01,2025,M02
CUSR0000SETB01   ,0000,SETB01,1982-84=100,1967,M01,2025,M02
CUSR0000SETB02   ,0000,SETB02,DECEMBER 1997=100,2006,M01,2025,M02
CUSR0000SETC     ,0000,SETC,1982-84=100,1991,M01,2025,M02
CUSR0000SETC01   ,0000,SETC01,1982-84=100,1992,M01,2025,M02
CUSR0000SETD     ,0000,SETD,1982-84=100,1967,M01,2025,M02
CUSR0000SETD03   ,0000,SETD03,DECEMBER 1997=100,2000,M01,2025,M02
CUSR0000SETE     ,0000,SETE,1982-84=100,1985,M01,2025,M02
CUSR0000SETF03   ,0000,SETF03,DECEMBER 1997=100,2009,M01,2025,M02
CUSR0000SETG     ,0000,SETG,1982-84=100,1989,M01,2025,M02
CUSR0000SETG01   ,0000,SETG01,1982-84=100,1989,M01,2025,M02
CUSR0000SETG02   ,0000,SETG02,1982-84=100,1989,M01,2025,M02
CUSR0000SS02042  ,0000,SS02042,1982-84=100,1978,M01,2025,M02
CUSR0000SS0206A  ,0000,SS0206A,1982-84=100,1993,M01,2025,M02
CUSR0000SS0206B  ,0000,SS0206B,1982-84=100,1995,M01,2025,M02
CUSR0000SS04011  ,0000,SS04011,1982-84=100,1947,M01,2025,M02
CUSR0000SS04012  ,0000,SS04012,DECEMBER 1997=100,1998,M01,2025,M02
CUSR0000SS04031  ,0000,SS04031,1982-84=100,1978,M01,2025,M02
CUSR0000SS05011  ,0000,SS05011,1982-84=100,2002,M01,2025,M02
CUSR0000SS0501A  ,0000,SS0501A,DECEMBER 1997=100,2010,M01,2025,M02
CUSR0000SS06011  ,0000,SS06011,1982-84=100,1994,M01,2025,M02
CUSR0000SS06021  ,0000,SS06021,1982-84=100,2011,M03,2025,M02
CUSR0000SS07011  ,0000,SS07011,1982-84=100,1994,M01,2025,M02
CUSR0000SS07021  ,0000,SS07021,1982-84=100,1978,M01,2025,M02
CUSR0000SS09011  ,0000,SS09011,1982-84=100,1947,M01,2025,M02
CUSR0000SS09021  ,0000,SS09021,DECEMBER 1997=100,2011,M01,2025,M02
CUSR0000SS10011  ,0000,SS10011,1982-84=100,1947,M01,2025,M02
CUSR0000SS11031  ,0000,SS11031,1982-84=100,1947,M01,2025,M02
CUSR0000SS13031  ,0000,SS13031,DECEMBER 1997=100,2003,M01,2025,M02
CUSR0000SS14011  ,0000,SS14011,1982-84=100,1991,M01,2025,M02
CUSR0000SS14021  ,0000,SS14021,DECEMBER 1997=100,1999,M01,2025,M02
CUSR0000SS16011  ,0000,SS16011,1982-84=100,1994,M01,2025,M02
CUSR0000SS17031  ,0000,SS17031,1982-84=100,2002,M01,2025,M02
CUSR0000SS18041  ,0000,SS18041,DECEMBER 1997=100,2006,M01,2025,M02
CUSR0000SS18042  ,0000,SS18042,DECEMBER 1997=100,2011,M03,2025,M02
CUSR0000SS18043  ,0000,SS18043,DECEMBER 1997=100,2006,M01,2025,M02
CUSR0000SS1804B  ,0000,SS1804B,1982-84=100,1978,M01,2025,M02
CUSR0000SS18064  ,0000,SS18064,DECEMBER 2007=100,2011,M03,2025,M02
CUSR0000SS20021  ,0000,SS20021,1982-84=100,1994,M01,2025,M02
CUSR0000SS20022  ,0000,SS20022,1982-84=100,1999,M01,2025,M02
CUSR0000SS20053  ,0000,SS20053,DECEMBER 1997=100,1998,M01,2025,M02
CUSR0000SS30021  ,0000,SS30021,1982-84=100,2006,M01,2025,M02
CUSR0000SS33032  ,0000,SS33032,1982-84=100,1993,M01,2025,M02
CUSR0000SS45011  ,0000,SS45011,1982-84=100,1953,M01,2025,M02
CUSR0000SS4501A  ,0000,SS4501A,DECEMBER 1997=100,1998,M01,2022,M03
CUSR0000SS45021  ,0000,SS45021,DECEMBER 1983=100,1984,M01,2025,M02
CUSR0000SS45031  ,0000,SS45031,DECEMBER 1986=100,1990,M01,2000,M05
CUSR0000SS47014  ,0000,SS47014,1982-84=100,1976,M01,2025,M02
CUSR0000SS47015  ,0000,SS47015,DECEMBER 1993=100,1994,M01,2025,M02
CUSR0000SS47016  ,0000,SS47016,1982-84=100,1983,M01,2025,M02
CUSR0000SS52051  ,0000,SS52051,DECEMBER 1997=100,2011,M03,2025,M02
CUSR0000SS53022  ,0000,SS53022,DECEMBER 2007=100,2008,M01,2019,M12
CUSR0000SS53023  ,0000,SS53023,DECEMBER 1997=100,2002,M01,2025,M02
CUSR0000SS5702   ,0000,SS5702,DECEMBER 1996=100,1997,M01,2025,M02
CUSR0000SS5703   ,0000,SS5703,DECEMBER 1986=100,1987,M01,2025,M02
CUSR0000SS61011  ,0000,SS61011,DECEMBER 1997=100,2008,M01,2025,M02
CUSR0000SS61023  ,0000,SS61023,DECEMBER 1997=100,2004,M01,2025,M02
CUSR0000SS61031  ,0000,SS61031,DECEMBER 1997=100,2002,M01,2025,M02
CUSR0000SS61032  ,0000,SS61032,DECEMBER 1997=100,2002,M01,2025,M02
CUSR0000SS62031  ,0000,SS62031,DECEMBER 1997=100,1999,M01,2025,M02
CUSR0000SS62032  ,0000,SS62032,DECEMBER 1997=100,1999,M01,2025,M02
CUSR0000SS62053  ,0000,SS62053,DECEMBER 1997=100,1998,M01,2025,M02
CUSR0000SS62054  ,0000,SS62054,DECEMBER 1997=100,2000,M01,2025,M02
CUSR0000SS68023  ,0000,SS68023,DECEMBER 1997=100,1998,M01,2025,M02
CUSR0000SSFV031A ,0000,SSFV031A,DECEMBER 2005=100,2009,M01,2025,M02
